"Item_Identifier,Outlet_Identifier,Item_Outlet_Sales",Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
"FDD50,OUT045,",FDD50,OUT045,2178.985853333333
"FDU56,OUT017,",FDU56,OUT017,3057.4867599999993
"FDV34,OUT017,",FDV34,OUT017,1231.7743866666667
"NCY41,OUT013,",NCY41,OUT013,1562.1887333333334
"NCK18,OUT046,",NCK18,OUT046,2203.309746666667
"DRH25,OUT049,",DRH25,OUT049,1952.7913999999998
"FDT57,OUT046,",FDT57,OUT046,2817.1773466666664
"FDV56,OUT018,",FDV56,OUT018,1330.66788
"FDV12,OUT045,",FDV12,OUT045,1483.80188
"FDN52,OUT017,",FDN52,OUT017,1475.3240266666667
"FDX38,OUT035,",FDX38,OUT035,2490.1363866666666
"FDE47,OUT018,",FDE47,OUT018,1717.4976800000002
"NCO07,OUT013,",NCO07,OUT013,2923.4834133333334
"FDV09,OUT027,",FDV09,OUT027,3705.754026666667
"FDZ23,OUT019,",FDZ23,OUT019,393.08832
"DRH51,OUT018,",DRH51,OUT018,1725.9755333333337
"NCY54,OUT045,",NCY54,OUT045,2160.432226666667
"DRG49,OUT013,",DRG49,OUT013,3101.9178133333335
"NCC19,OUT049,",NCC19,OUT049,3597.139853333333
"NCV53,OUT045,",NCV53,OUT045,3621.2418133333335
"FDZ47,OUT019,",FDZ47,OUT019,311.10614666666663
"NCO26,OUT018,",NCO26,OUT018,1831.34948
"NCP02,OUT045,",NCP02,OUT045,1303.3700800000001
"NCW30,OUT018,",NCW30,OUT018,2133.977773333333
"NCN55,OUT046,",NCN55,OUT046,2063.04788
"FDB20,OUT010,",FDB20,OUT010,323.0905466666667
"DRL11,OUT013,",DRL11,OUT013,2631.3747599999997
"DRD60,OUT045,",DRD60,OUT045,2346.456746666667
"FDW14,OUT010,",FDW14,OUT010,372.9367733333333
"FDL27,OUT010,",FDL27,OUT010,315.41165333333333
"FDU09,OUT018,",FDU09,OUT018,1117.9225866666666
"DRH36,OUT027,",DRH36,OUT027,2381.03396
"FDP34,OUT027,",FDP34,OUT027,3702.336253333333
"FDE04,OUT017,",FDE04,OUT017,3161.440333333333
"FDZ57,OUT027,",FDZ57,OUT027,3220.2970533333337
"FDF02,OUT010,",FDF02,OUT010,237.95692000000003
"FDG28,OUT045,",FDG28,OUT045,3714.5869733333325
"NCI31,OUT046,",NCI31,OUT046,1783.3674933333336
"FDT43,OUT013,",FDT43,OUT013,1284.2838133333332
"FDU20,OUT046,",FDU20,OUT046,2338.467146666667
"FDD53,OUT013,",FDD53,OUT013,1303.6363999999999
"FDW15,OUT045,",FDW15,OUT045,2328.2138266666666
"NCT53,OUT045,",NCT53,OUT045,2227.944346666666
"NCG55,OUT027,",NCG55,OUT027,2679.889386666667
"FDD48,OUT035,",FDD48,OUT035,1327.3832666666665
"FDG47,OUT049,",FDG47,OUT049,3768.472386666667
"FDI21,OUT017,",FDI21,OUT017,1489.6609199999998
"FDT27,OUT017,",FDT27,OUT017,3501.5753600000003
"DRO35,OUT013,",DRO35,OUT013,2013.2904266666665
"FDD33,OUT017,",FDD33,OUT017,3581.5157466666665
"FDC04,OUT035,",FDC04,OUT035,4100.262720000001
"FDY34,OUT013,",FDY34,OUT013,2554.7189866666668
"DRJ49,OUT049,",DRJ49,OUT049,2352.0938533333333
"FDE05,OUT049,",FDE05,OUT049,2178.8083066666663
"FDU31,OUT017,",FDU31,OUT017,3750.85088
"NCN19,OUT027,",NCN19,OUT027,3010.5700533333334
"FDK56,OUT027,",FDK56,OUT027,4600.056586666667
"FDK58,OUT017,",FDK58,OUT017,1539.6846933333334
"NCJ42,OUT035,",NCJ42,OUT035,2547.262026666666
"FDZ34,OUT027,",FDZ34,OUT027,4753.900773333332
"FDA52,OUT018,",FDA52,OUT018,2268.8688533333334
"NCR29,OUT013,",NCR29,OUT013,1352.0178666666668
"FDT48,OUT035,",FDT48,OUT035,1911.0679333333333
"DRJ51,OUT019,",DRJ51,OUT019,463.88505333333336
"NCS54,OUT046,",NCS54,OUT046,2564.084573333333
"FDV01,OUT035,",FDV01,OUT035,2340.9084133333336
"DRG51,OUT027,",DRG51,OUT027,4212.38344
"NCG42,OUT013,",NCG42,OUT013,2432.6556533333337
"FDA51,OUT049,",FDA51,OUT049,1942.0054400000004
"FDV19,OUT010,",FDV19,OUT010,313.68057333333326
"NCT18,OUT045,",NCT18,OUT045,3320.3446
"NCS41,OUT045,",NCS41,OUT045,2945.8542933333324
"FDO03,OUT046,",FDO03,OUT046,2087.6380933333335
"FDL12,OUT010,",FDL12,OUT010,239.6436133333333
"FDY37,OUT010,",FDY37,OUT010,222.42158666666668
"FDI58,OUT049,",FDI58,OUT049,1224.4505866666666
"FDT28,OUT018,",FDT28,OUT018,1650.8289066666666
"NCC42,OUT010,",NCC42,OUT010,410.53228
"FDO01,OUT017,",FDO01,OUT017,2788.23724
"FDJ02,OUT013,",FDJ02,OUT013,1779.106373333333
"FDQ04,OUT018,",FDQ04,OUT018,1394.8066133333334
"DRL47,OUT013,",DRL47,OUT013,2659.1608133333334
"FDZ32,OUT035,",FDZ32,OUT035,1717.1869733333333
"FDC35,OUT035,",FDC35,OUT035,2435.2744666666667
"FDX14,OUT045,",FDX14,OUT045,1127.9539733333336
"FDZ35,OUT013,",FDZ35,OUT013,1603.5571066666669
"FDL14,OUT013,",FDL14,OUT013,1779.106373333333
"FDO04,OUT049,",FDO04,OUT049,1285.6598
"DRK11,OUT017,",DRK11,OUT017,2814.86924
"FDB44,OUT018,",FDB44,OUT018,2252.66772
"FDZ50,OUT049,",FDZ50,OUT049,2559.73468
"FDI12,OUT027,",FDI12,OUT027,3174.8007199999997
"FDU43,OUT017,",FDU43,OUT017,4168.396253333333
"FDD58,OUT010,",FDD58,OUT010,298.1896266666667
"FDB27,OUT017,",FDB27,OUT017,3094.5052400000004
"FDB04,OUT018,",FDB04,OUT018,1486.6870133333334
"NCO17,OUT013,",NCO17,OUT013,1790.2030399999999
"FDL12,OUT017,",FDL12,OUT017,1273.8973333333336
"DRJ13,OUT049,",DRJ13,OUT049,2662.6229733333334
"FDD57,OUT045,",FDD57,OUT045,1549.4053733333335
"FDW19,OUT035,",FDW19,OUT035,1646.745333333333
"DRD27,OUT018,",DRD27,OUT018,1818.2554133333335
"FDH27,OUT027,",FDH27,OUT027,3232.725319999999
"NCW30,OUT027,",NCW30,OUT027,5895.880933333334
"FDR40,OUT018,",FDR40,OUT018,1671.69064
"FDG05,OUT013,",FDG05,OUT013,2256.3074266666667
"NCY41,OUT019,",NCY41,OUT019,224.55214666666672
"FDI38,OUT018,",FDI38,OUT018,2492.000626666667
"FDR20,OUT046,",FDR20,OUT046,1928.6006666666665
"FDE09,OUT017,",FDE09,OUT017,1462.1855733333334
"FDN50,OUT019,",FDN50,OUT019,340.7120533333333
"DRF27,OUT045,",DRF27,OUT045,2186.5759733333334
"DRF51,OUT013,",DRF51,OUT013,1316.4197599999998
"NCO02,OUT019,",NCO02,OUT019,178.21246666666667
"FDB51,OUT027,",FDB51,OUT027,2695.0696266666664
"FDJ50,OUT013,",FDJ50,OUT013,1899.66056
"FDN52,OUT013,",FDN52,OUT013,1782.21344
"FDX14,OUT013,",FDX14,OUT013,1339.2345066666667
"FDT27,OUT019,",FDT27,OUT019,490.87214666666665
"FDV10,OUT013,",FDV10,OUT013,1470.8409733333333
"FDU33,OUT046,",FDU33,OUT046,1480.9611333333332
"FDU58,OUT046,",FDU58,OUT046,2420.31616
"NCP42,OUT027,",NCP42,OUT027,5075.215853333332
"FDL51,OUT027,",FDL51,OUT027,5273.091613333332
"DRH15,OUT027,",DRH15,OUT027,2695.0696266666664
"FDU16,OUT017,",FDU16,OUT017,1618.7817333333335
"FDW15,OUT017,",FDW15,OUT017,2354.9789866666665
"FDQ44,OUT045,",FDQ44,OUT045,1817.0569733333334
"NCI06,OUT027,",NCI06,OUT027,4224.2346800000005
"DRK23,OUT019,",DRK23,OUT019,490.3838933333334
"FDC28,OUT035,",FDC28,OUT035,1823.3154933333333
"NCY17,OUT019,",NCY17,OUT019,262.68029333333334
"NCV05,OUT018,",NCV05,OUT018,1768.9418266666669
"FDM34,OUT019,",FDM34,OUT019,376.39893333333333
"DRD60,OUT027,",DRD60,OUT027,3876.4651466666674
"FDT38,OUT046,",FDT38,OUT046,1532.7159866666664
"FDQ57,OUT018,",FDQ57,OUT018,1841.514026666667
"FDE59,OUT027,",FDE59,OUT027,2311.7019866666665
"NCM43,OUT046,",NCM43,OUT046,1832.903013333333
"DRI51,OUT049,",DRI51,OUT049,2414.235186666667
"NCG30,OUT017,",NCG30,OUT017,2236.8216800000005
"NCK54,OUT035,",NCK54,OUT035,2869.154133333333
"FDQ16,OUT019,",FDQ16,OUT019,338.7146533333334
"FDI36,OUT013,",FDI36,OUT013,2301.714986666667
"FDX16,OUT027,",FDX16,OUT027,3308.6709066666663
"FDA34,OUT046,",FDA34,OUT046,3135.0746533333336
"FDJ48,OUT018,",FDJ48,OUT018,2034.8623466666666
"FDU47,OUT035,",FDU47,OUT035,2538.56224
"FDS39,OUT046,",FDS39,OUT046,2006.8099733333336
"FDD11,OUT046,",FDD11,OUT046,3185.4091333333326
"FDM16,OUT027,",FDM16,OUT027,2572.8287466666666
"FDU56,OUT018,",FDU56,OUT018,2483.700320000001
"FDQ32,OUT017,",FDQ32,OUT017,2251.33612
"DRK35,OUT013,",DRK35,OUT013,2631.3747599999997
"FDA58,OUT049,",FDA58,OUT049,3601.489746666667
"DRG48,OUT019,",DRG48,OUT019,318.74065333333334
"FDT59,OUT010,",FDT59,OUT010,555.943
"FDQ31,OUT019,",FDQ31,OUT019,309.46384000000006
"FDS51,OUT018,",FDS51,OUT018,1777.95232
"FDW32,OUT027,",FDW32,OUT027,2804.3939866666665
"FDI15,OUT027,",FDI15,OUT027,4582.6570133333325
"NCV30,OUT017,",NCV30,OUT017,1318.3283866666668
"DRG25,OUT049,",DRG25,OUT049,2956.462706666666
"FDT02,OUT013,",FDT02,OUT013,1140.7373333333333
"FDO33,OUT027,",FDO33,OUT027,3321.7649733333333
"FDP38,OUT035,",FDP38,OUT035,1612.6119866666666
"FDZ45,OUT035,",FDZ45,OUT035,3994.6668399999994
"NCA54,OUT027,",NCA54,OUT027,4270.618746666666
"FDU33,OUT017,",FDU33,OUT017,1294.8034533333334
"FDN58,OUT017,",FDN58,OUT017,4390.9953866666665
"FDI05,OUT045,",FDI05,OUT045,1325.1639333333335
"FDM57,OUT019,",FDM57,OUT019,252.47136
"NCS42,OUT027,",NCS42,OUT027,2546.507453333333
"FDB57,OUT045,",FDB57,OUT045,4177.2292
"FDC03,OUT045,",FDC03,OUT045,3485.7737066666664
"FDZ58,OUT013,",FDZ58,OUT013,2313.3886799999996
"NCK29,OUT045,",NCK29,OUT045,1847.5062266666666
"NCR53,OUT045,",NCR53,OUT045,2044.0503866666666
"FDE26,OUT027,",FDE26,OUT027,4021.787093333333
"FDU52,OUT049,",FDU52,OUT049,2435.3188533333337
"FDE41,OUT027,",FDE41,OUT027,2572.8287466666666
"FDU38,OUT018,",FDU38,OUT018,2583.3483866666666
"FDA52,OUT017,",FDA52,OUT017,3313.642213333333
"FDW46,OUT046,",FDW46,OUT046,1436.9739466666667
"DRI59,OUT035,",DRI59,OUT035,2693.1610000000005
"FDT38,OUT035,",FDT38,OUT035,1556.5960133333333
"FDL33,OUT018,",FDL33,OUT018,2137.5287066666665
"FDQ01,OUT027,",FDQ01,OUT027,3937.363653333334
"FDJ08,OUT046,",FDJ08,OUT046,2831.2479200000002
"FDQ47,OUT049,",FDQ47,OUT049,1608.9278933333335
"NCZ18,OUT013,",NCZ18,OUT013,3532.6460266666663
"FDE29,OUT017,",FDE29,OUT017,1235.7248000000002
"FDF10,OUT027,",FDF10,OUT027,2959.5697733333336
"FDC48,OUT049,",FDC48,OUT049,1835.21112
"FDY58,OUT013,",FDY58,OUT013,3616.980693333334
"NCX30,OUT010,",NCX30,OUT010,572.0997466666666
"FDV11,OUT013,",FDV11,OUT013,2433.2770666666665
"FDT46,OUT046,",FDT46,OUT046,1920.8773866666666
"DRD01,OUT019,",DRD01,OUT019,197.12118666666672
"FDQ11,OUT013,",FDQ11,OUT013,3272.540159999999
"NCM41,OUT017,",NCM41,OUT017,1644.79232
"NCC55,OUT013,",NCC55,OUT013,1621.1342266666666
"FDG45,OUT027,",FDG45,OUT027,5327.99792
"NCQ54,OUT049,",NCQ54,OUT049,2954.776013333333
"FDM34,OUT045,",FDM34,OUT045,2485.6089466666667
"FDD17,OUT019,",FDD17,OUT019,418.4331066666666
"FDN38,OUT027,",FDN38,OUT027,3937.363653333334
"FDB53,OUT018,",FDB53,OUT018,1484.3789066666664
"NCL06,OUT035,",NCL06,OUT035,3779.48028
"NCV18,OUT019,",NCV18,OUT019,205.77658666666667
"FDX25,OUT013,",FDX25,OUT013,2642.29388
"FDB39,OUT046,",FDB39,OUT046,1429.1618933333334
"FDC33,OUT049,",FDC33,OUT049,3739.2659599999997
"NCO14,OUT018,",NCO14,OUT018,1345.0491599999998
"FDA58,OUT027,",FDA58,OUT027,5383.570026666666
"NCQ02,OUT017,",NCQ02,OUT017,3561.0091066666664
"NCR53,OUT017,",NCR53,OUT017,3197.03844
"FDN52,OUT046,",FDN52,OUT046,1590.8181333333332
"FDG26,OUT046,",FDG26,OUT046,2647.842213333334
"FDE23,OUT027,",FDE23,OUT027,1637.9123866666669
"DRI37,OUT013,",DRI37,OUT013,2061.760666666667
"DRH37,OUT018,",DRH37,OUT018,2161.0980266666666
"FDO01,OUT035,",FDO01,OUT035,2650.461026666667
"FDK45,OUT049,",FDK45,OUT049,1969.70272
"FDP23,OUT049,",FDP23,OUT049,3244.7097200000003
"FDM33,OUT035,",FDM33,OUT035,4206.524399999999
"FDD36,OUT017,",FDD36,OUT017,1568.5360266666664
"FDL56,OUT017,",FDL56,OUT017,1537.0214933333332
"FDT27,OUT010,",FDT27,OUT010,432.23736
"FDG52,OUT017,",FDG52,OUT017,905.4436133333334
"NCL42,OUT035,",NCL42,OUT035,3442.6742533333327
"DRJ24,OUT046,",DRJ24,OUT046,2526.9329333333326
"FDV38,OUT046,",FDV38,OUT046,1425.2558666666666
"FDT35,OUT045,",FDT35,OUT045,2394.9713733333338
"FDY51,OUT045,",FDY51,OUT045,2942.5252933333336
"FDC37,OUT017,",FDC37,OUT017,1376.47492
"NCP43,OUT013,",NCP43,OUT013,2058.3428933333334
"FDO33,OUT045,",FDO33,OUT045,1709.463693333333
"FDW04,OUT018,",FDW04,OUT018,2020.6586133333335
"NCC31,OUT046,",NCC31,OUT046,2012.624626666667
"FDK22,OUT049,",FDK22,OUT049,3359.316093333333
"FDJ50,OUT017,",FDJ50,OUT017,1397.78052
"FDV13,OUT017,",FDV13,OUT017,1714.30184
"DRL60,OUT017,",DRL60,OUT017,2231.184573333333
"FDW03,OUT017,",FDW03,OUT017,2178.3200533333334
"FDY27,OUT035,",FDY27,OUT035,3139.335773333333
"FDB39,OUT027,",FDB39,OUT027,2695.0696266666664
"FDU59,OUT045,",FDU59,OUT045,2569.05588
"FDZ57,OUT049,",FDZ57,OUT049,1662.4138266666666
"FDO21,OUT049,",FDO21,OUT049,3501.8416799999995
"FDS43,OUT018,",FDS43,OUT018,2363.368066666667
"FDU28,OUT010,",FDU28,OUT010,243.63841333333332
"FDC51,OUT010,",FDC51,OUT010,375.11172
"FDW16,OUT010,",FDW16,OUT010,232.80806666666666
"FDP32,OUT010,",FDP32,OUT010,372.04904
"FDB60,OUT019,",FDB60,OUT019,331.87910666666664
"NCQ30,OUT046,",NCQ30,OUT046,1960.2039733333334
"FDD26,OUT049,",FDD26,OUT049,2201.489893333333
"FDI44,OUT045,",FDI44,OUT045,1354.6366799999998
"DRH23,OUT046,",DRH23,OUT046,2397.6345733333333
"FDO44,OUT046,",FDO44,OUT046,2140.14752
"FDG04,OUT046,",FDG04,OUT046,3340.7180799999996
"FDM32,OUT027,",FDM32,OUT027,3059.61732
"FDM09,OUT013,",FDM09,OUT013,2977.3688266666663
"FDZ47,OUT013,",FDZ47,OUT013,1817.2789066666667
"FDM40,OUT027,",FDM40,OUT027,3160.81892
"FDY48,OUT017,",FDY48,OUT017,1273.8529466666666
"NCM30,OUT045,",NCM30,OUT045,1037.5383333333332
"FDX36,OUT010,",FDX36,OUT010,262.05888
"DRF03,OUT017,",DRF03,OUT017,976.9949199999999
"FDN51,OUT049,",FDN51,OUT049,2924.1935999999996
"FDM57,OUT049,",FDM57,OUT049,1084.4106533333334
"FDB35,OUT049,",FDB35,OUT049,1998.59844
"FDY13,OUT027,",FDY13,OUT027,3523.3248266666665
"FDA37,OUT017,",FDA37,OUT017,2158.301666666667
"NCX53,OUT017,",NCX53,OUT017,2006.4992666666667
"FDD59,OUT018,",FDD59,OUT018,1377.4070400000003
"FDX10,OUT019,",FDX10,OUT019,247.27812000000003
"FDC03,OUT018,",FDC03,OUT018,1998.8203733333335
"FDW43,OUT035,",FDW43,OUT035,2833.0233866666667
"FDW10,OUT046,",FDW10,OUT046,2466.611453333333
"FDY14,OUT027,",FDY14,OUT027,4519.18408
"FDV43,OUT045,",FDV43,OUT045,952.0052266666668
"FDO40,OUT013,",FDO40,OUT013,1952.0368266666665
"FDP46,OUT027,",FDP46,OUT027,2992.859773333333
"NCE43,OUT019,",NCE43,OUT019,403.1640933333334
"FDD05,OUT035,",FDD05,OUT035,1655.888986666667
"FDJ60,OUT010,",FDJ60,OUT010,260.99359999999996
"DRE27,OUT018,",DRE27,OUT018,1258.4063866666665
"FDO11,OUT035,",FDO11,OUT035,3169.296773333334
"DRG11,OUT027,",DRG11,OUT027,3512.849573333334
"FDK33,OUT010,",FDK33,OUT010,433.39141333333333
"DRM23,OUT045,",DRM23,OUT045,2561.421373333333
"FDJ02,OUT027,",FDJ02,OUT027,3385.237906666667
"NCZ05,OUT045,",NCZ05,OUT045,1447.4491999999998
"NCL30,OUT013,",NCL30,OUT013,2443.9298666666664
"FDZ19,OUT018,",FDZ19,OUT018,2091.100253333333
"FDM45,OUT049,",FDM45,OUT049,1459.30044
"FDO36,OUT046,",FDO36,OUT046,2631.7298533333333
"NCK31,OUT045,",NCK31,OUT045,1678.8368933333334
"DRJ37,OUT045,",DRJ37,OUT045,2135.9751733333333
"FDP24,OUT018,",FDP24,OUT018,1860.733453333333
"FDF46,OUT013,",FDF46,OUT013,2002.4156933333336
"FDX46,OUT019,",FDX46,OUT019,217.31712
"NCL18,OUT045,",NCL18,OUT045,2865.4700400000006
"FDJ26,OUT013,",FDJ26,OUT013,1779.1063733333335
"FDJ07,OUT045,",FDJ07,OUT045,1729.1713733333333
"FDY15,OUT013,",FDY15,OUT013,2064.6901866666662
"DRG01,OUT045,",DRG01,OUT045,1109.1784133333335
"FDF58,OUT045,",FDF58,OUT045,1010.4180799999999
"FDZ14,OUT019,",FDZ14,OUT019,290.82144
"FDP31,OUT049,",FDP31,OUT049,1787.5398400000001
"FDH45,OUT013,",FDH45,OUT013,1490.1491733333337
"FDA09,OUT010,",FDA09,OUT010,406.0492266666667
"FDW31,OUT035,",FDW31,OUT035,2554.94092
"FDA57,OUT046,",FDA57,OUT046,2027.8492533333333
"NCE55,OUT035,",NCE55,OUT035,3191.97836
"FDC17,OUT019,",FDC17,OUT019,378.8845866666667
"FDC59,OUT013,",FDC59,OUT013,1712.1268933333333
"FDA22,OUT013,",FDA22,OUT013,2433.410226666667
"FDK52,OUT035,",FDK52,OUT035,2791.6550133333326
"NCM26,OUT046,",NCM26,OUT046,1691.66464
"NCT53,OUT035,",NCT53,OUT035,2546.55184
"FDW45,OUT018,",FDW45,OUT018,2345.1251466666668
"NCI18,OUT035,",NCI18,OUT035,3344.490946666667
"FDE38,OUT018,",FDE38,OUT018,1978.0918
"FDF08,OUT019,",FDF08,OUT019,320.16102666666666
"FDY58,OUT010,",FDY58,OUT010,473.4725733333334
"FDF58,OUT019,",FDF58,OUT019,393.88728000000003
"FDX39,OUT017,",FDX39,OUT017,3328.2898133333333
"FDB44,OUT049,",FDB44,OUT049,2684.993853333334
"FDF28,OUT013,",FDF28,OUT013,2189.41672
"FDE39,OUT013,",FDE39,OUT013,1788.8270533333334
"FDT37,OUT018,",FDT37,OUT018,2408.8200133333335
"FDZ45,OUT017,",FDZ45,OUT017,3996.0428266666668
"FDO40,OUT035,",FDO40,OUT035,2041.2540266666667
"FDM57,OUT027,",FDM57,OUT027,2318.9813999999997
"DRG36,OUT017,",DRG36,OUT017,3255.9395466666665
"FDY36,OUT010,",FDY36,OUT010,226.99341333333334
"DRL60,OUT027,",DRL60,OUT027,4237.861386666667
"FDS25,OUT019,",FDS25,OUT019,353.18470666666667
"DRF49,OUT027,",DRF49,OUT027,2602.700973333333
"FDP16,OUT045,",FDP16,OUT045,3624.34888
"FDS60,OUT049,",FDS60,OUT049,2144.763733333333
"FDU15,OUT027,",FDU15,OUT027,3136.095546666666
"FDK43,OUT046,",FDK43,OUT046,2062.870333333333
"FDN25,OUT046,",FDN25,OUT046,1245.7561866666665
"FDE53,OUT049,",FDE53,OUT049,1485.0003199999999
"FDB22,OUT013,",FDB22,OUT013,2853.1749333333332
"FDE39,OUT017,",FDE39,OUT017,1725.1765733333334
"FDX35,OUT035,",FDX35,OUT035,3361.535426666667
"NCG54,OUT049,",NCG54,OUT049,3565.0482933333333
"FDH27,OUT035,",FDH27,OUT035,3092.4634533333333
"NCK42,OUT013,",NCK42,OUT013,3179.32816
"FDS25,OUT049,",FDS25,OUT049,2063.402973333333
"FDI10,OUT018,",FDI10,OUT018,2067.70848
"FDU35,OUT035,",FDU35,OUT035,2676.4272266666667
"FDI04,OUT017,",FDI04,OUT017,3036.7138
"DRK23,OUT035,",DRK23,OUT035,2693.1610000000005
"FDB53,OUT019,",FDB53,OUT019,369.8740933333333
"FDY02,OUT049,",FDY02,OUT049,2569.810453333333
"FDM60,OUT035,",FDM60,OUT035,1410.3863333333331
"NCJ31,OUT010,",NCJ31,OUT010,628.11572
"DRP35,OUT017,",DRP35,OUT017,1871.4306399999998
"NCQ30,OUT018,",NCQ30,OUT018,1976.4051066666668
"DRL11,OUT010,",DRL11,OUT010,287.9806933333333
"FDU01,OUT013,",FDU01,OUT013,1779.1063733333333
"FDR39,OUT035,",FDR39,OUT035,2497.7265066666664
"FDO08,OUT046,",FDO08,OUT046,2970.8439866666668
"FDC02,OUT045,",FDC02,OUT045,3326.7806666666665
"NCZ29,OUT035,",NCZ29,OUT035,2839.3706800000004
"FDF29,OUT010,",FDF29,OUT010,243.63841333333338
"FDZ23,OUT017,",FDZ23,OUT017,3629.67528
"NCU53,OUT018,",NCU53,OUT018,1951.5485733333333
"NCW30,OUT013,",NCW30,OUT013,3227.887173333334
"NCM26,OUT027,",NCM26,OUT027,2914.60608
"FDV50,OUT027,",FDV50,OUT027,3056.6877999999997
"FDW15,OUT049,",FDW15,OUT049,2472.3373333333334
"FDI35,OUT027,",FDI35,OUT027,4526.774199999999
"FDO11,OUT017,",FDO11,OUT017,3325.3602933333327
"FDN48,OUT046,",FDN48,OUT046,1835.0335733333332
"NCA17,OUT049,",NCA17,OUT049,2179.784813333333
"NCN54,OUT013,",NCN54,OUT013,1886.1226266666667
"FDP22,OUT013,",FDP22,OUT013,1406.43592
"NCB54,OUT035,",NCB54,OUT035,2502.431493333334
"FDD08,OUT045,",FDD08,OUT045,872.0204533333334
"DRM48,OUT010,",DRM48,OUT010,273.55502666666666
"FDG41,OUT027,",FDG41,OUT027,3025.3952
"FDE44,OUT027,",FDE44,OUT027,2518.499466666666
"FDE26,OUT035,",FDE26,OUT035,2135.08744
"NCS38,OUT013,",NCS38,OUT013,2111.9175999999998
"NCJ54,OUT018,",NCJ54,OUT018,2136.063946666666
"FDI40,OUT019,",FDI40,OUT019,308.7092666666666
"FDN45,OUT018,",FDN45,OUT018,2523.2044533333333
"FDU43,OUT046,",FDU43,OUT046,2878.78604
"FDI04,OUT010,",FDI04,OUT010,272.9336133333333
"NCC07,OUT018,",NCC07,OUT018,1549.2278266666665
"NCC07,OUT019,",NCC07,OUT019,291.13214666666664
"NCD18,OUT045,",NCD18,OUT045,3541.3902000000003
"FDU55,OUT035,",FDU55,OUT035,3136.2287066666668
"FDX59,OUT035,",FDX59,OUT035,2485.8308800000004
"FDR52,OUT049,",FDR52,OUT049,2731.9993333333327
"NCP17,OUT013,",NCP17,OUT013,2014.57764
"FDQ32,OUT045,",FDQ32,OUT045,2073.16804
"NCT17,OUT049,",NCT17,OUT049,2358.8406266666666
"FDO10,OUT049,",FDO10,OUT049,1382.2451866666668
"FDE32,OUT049,",FDE32,OUT049,1772.4039866666667
"FDN44,OUT045,",FDN44,OUT045,2461.1075066666667
"FDH02,OUT035,",FDH02,OUT035,1920.3891333333331
"FDK60,OUT013,",FDK60,OUT013,1544.567226666667
"FDS24,OUT019,",FDS24,OUT019,344.5736933333333
"FDL03,OUT010,",FDL03,OUT010,432.23735999999997
"FDB46,OUT027,",FDB46,OUT027,3918.0554533333325
"FDO48,OUT049,",FDO48,OUT049,3134.1869199999996
"FDZ39,OUT049,",FDZ39,OUT049,2395.4596266666663
"FDT02,OUT027,",FDT02,OUT027,2077.02968
"FDC50,OUT013,",FDC50,OUT013,1899.6605599999998
"FDP39,OUT035,",FDP39,OUT035,2497.726506666667
"DRG15,OUT018,",DRG15,OUT018,1507.0161066666665
"FDP10,OUT018,",FDP10,OUT018,2153.1528133333327
"FDF53,OUT027,",FDF53,OUT027,4033.1500800000003
"FDN34,OUT045,",FDN34,OUT045,3537.5729466666667
"FDK02,OUT045,",FDK02,OUT045,1797.0385866666668
"FDC23,OUT045,",FDC23,OUT045,3252.9656400000003
"FDJ10,OUT019,",FDJ10,OUT019,331.56840000000005
"FDE53,OUT035,",FDE53,OUT035,1823.4486533333334
"FDR25,OUT035,",FDR25,OUT035,2803.5950266666673
"FDW50,OUT046,",FDW50,OUT046,2477.0423199999996
"FDS09,OUT049,",FDS09,OUT049,1094.0869466666668
"FDW49,OUT010,",FDW49,OUT010,237.95692000000003
"FDU51,OUT046,",FDU51,OUT046,2087.6380933333335
"FDF28,OUT018,",FDF28,OUT018,2129.0064666666667
"NCY30,OUT018,",NCY30,OUT018,2864.5823066666667
"FDD44,OUT045,",FDD44,OUT045,4188.725346666667
"FDX09,OUT017,",FDX09,OUT017,3435.528
"NCF30,OUT013,",NCF30,OUT013,2064.8677333333335
"FDZ50,OUT019,",FDZ50,OUT019,308.6204933333333
"FDW37,OUT013,",FDW37,OUT013,1950.8827733333333
"FDD11,OUT049,",FDD11,OUT049,3829.1933466666665
"DRH39,OUT018,",DRH39,OUT018,1789.3153066666666
"FDA36,OUT049,",FDA36,OUT049,1964.1987733333333
"NCG43,OUT049,",NCG43,OUT049,2097.358773333333
"FDF02,OUT035,",FDF02,OUT035,1779.9941066666665
"FDP57,OUT027,",FDP57,OUT027,2656.7195466666662
"NCE42,OUT017,",NCE42,OUT017,2602.5678133333336
"NCR38,OUT027,",NCR38,OUT027,5915.588613333334
"FDP03,OUT019,",FDP03,OUT019,445.5089733333333
"FDO51,OUT035,",FDO51,OUT035,2949.1389066666666
"NCQ42,OUT046,",NCQ42,OUT046,1695.836986666667
"NCM41,OUT046,",NCM41,OUT046,1597.2542
"FDH48,OUT027,",FDH48,OUT027,2344.3261866666667
"DRF60,OUT046,",DRF60,OUT046,2244.5893466666666
"FDJ27,OUT035,",FDJ27,OUT035,2949.1389066666666
"FDQ14,OUT013,",FDQ14,OUT013,2002.7263999999998
"FDN27,OUT017,",FDN27,OUT017,2421.9584666666665
"NCQ02,OUT046,",NCQ02,OUT046,2488.4496933333335
"FDJ33,OUT049,",FDJ33,OUT049,1722.3802133333336
